ID,WEEK,DAY,HOUR,MINUTE,WAIT,SOURCE,TARGET
37793,1,1,0,20,0,202561,934
13319,1,1,0,21,1,224435,153005
40649,1,1,0,21,0,2344,2736
44930,1,1,0,21,0,215527,160506
53264,1,1,0,21,0,216749,220801
1591,1,1,0,22,1,222596,8975
4642,1,1,0,23,1,3070,7856
21445,1,1,0,23,0,158791,177330
28174,1,1,0,23,0,19902,153347
31981,1,1,0,23,0,230511,207214
36365,1,1,0,23,0,215527,206949
43402,1,1,0,23,0,823,2707
11207,1,1,0,24,1,153176,151964
13935,1,1,0,24,0,158751,218547
30066,1,1,0,24,0,6405,216802
30350,1,1,0,24,0,1693,158765
42924,1,1,0,24,0,110502,48485
20149,1,1,0,25,1,914,137219
24453,1,1,0,25,0,160111,226231
37069,1,1,0,25,0,215527,168672
50435,1,1,0,25,0,215527,105108
56630,1,1,0,26,1,227673,222425
39031,1,1,0,27,1,151586,213222
44127,1,1,0,27,0,221981,8960
3266,1,1,0,28,1,216749,134789
29408,1,1,0,28,0,216749,804
36797,1,1,0,28,0,136945,175754
38242,1,1,0,28,0,215527,11618
54064,1,1,0,28,0,216749,192219
26565,1,1,0,29,1,215527,199381
30541,1,1,0,29,0,216749,32853
36577,1,1,0,29,0,216749,8535
2439,1,1,0,30,1,110502,10035
35178,1,1,0,30,0,176343,166890
28881,1,1,0,32,2,176977,124094
23947,1,1,0,33,1,216749,4561
42153,1,1,0,33,0,215527,206949
56581,1,1,0,33,0,167629,230770
10287,1,1,0,34,1,168135,124136
14804,1,1,0,34,0,216749,3061
30785,1,1,0,34,0,216749,162328
35858,1,1,0,34,0,215527,172755
37483,1,1,0,34,0,136922,166741
41760,1,1,0,34,0,1093,209723
22437,1,1,0,35,1,238381,10805
32864,1,1,0,35,0,216749,18237
45260,1,1,0,35,0,164827,30166
11384,1,1,0,36,1,236736,147387
14524,1,1,0,36,0,167641,161787
17732,1,1,0,36,0,189901,101374
48752,1,1,0,37,1,215527,43393
56746,1,1,0,37,0,138046,216749
20563,1,1,0,38,1,5506,230934
28773,1,1,0,38,0,198375,1241
42617,1,1,0,38,0,11024,8157
55098,1,1,0,38,0,216749,215106
16738,1,1,0,39,1,178246,6765
25723,1,1,0,39,0,162328,152449
26403,1,1,0,39,0,167633,199229
34211,1,1,0,39,0,151386,73847
43449,1,1,0,39,0,147383,6443
50755,1,1,0,39,0,216312,153178
35533,1,1,0,40,1,199748,116837
45662,1,1,0,40,0,162328,10698
51815,1,1,0,40,0,104039,7351
43805,1,1,0,42,2,140307,2720
49723,1,1,0,42,0,168786,123450
55764,1,1,0,42,0,199488,160073
11703,1,1,0,43,1,11877,64539
21751,1,1,0,43,0,167642,227969
22590,1,1,0,43,0,216756,147690
32211,1,1,0,43,0,215527,9565
39516,1,1,0,43,0,216749,216753
5660,1,1,0,45,2,118702,151384
36892,1,1,0,45,0,153014,153013
