ID,WEEK,DAY,HOUR,MINUTE,WAIT,SOURCE,TARGET
41192,1,3,15,37,0,4631,2331
47158,1,3,15,37,0,231839,231838
17015,1,3,15,38,1,167629,215242
84,1,3,15,39,1,165853,215527
4777,1,3,15,40,1,215527,164827
38815,1,3,15,40,0,209718,204532
50461,1,3,15,40,0,215527,226252
2024,1,3,15,41,1,218917,173118
16080,1,3,15,41,0,167633,2335
16277,1,3,15,41,0,158749,2337
32240,1,3,15,41,0,218917,215527
33791,1,3,15,41,0,164822,110502
42187,1,3,15,41,0,215527,233753
20880,1,3,15,42,1,812,213090
23788,1,3,15,42,0,218917,173118
50995,1,3,15,42,0,218857,171610
54520,1,3,15,42,0,226108,153489
6547,1,3,15,43,1,9983,5749
16790,1,3,15,43,0,169690,106686
22791,1,3,15,44,1,158321,166724
47942,1,3,15,44,0,9615,110502
52721,1,3,15,44,0,167633,167634
18434,1,3,15,46,2,151369,158788
20394,1,3,15,47,1,2096,146783
27525,1,3,15,48,1,213225,224267
39809,1,3,15,48,0,199729,219124
27060,1,3,15,51,3,151906,215527
39669,1,3,15,51,0,209718,110502
44799,1,3,15,51,0,47271,110502
3812,1,3,15,52,1,173239,240307
32781,1,3,15,52,0,147781,110502
4339,1,3,15,53,1,215488,238059
2731,1,3,15,55,2,151386,241515
35245,1,3,15,55,0,216749,239299
35695,1,3,15,55,0,2331,199229
6323,1,3,15,56,1,222306,40344
46328,1,3,15,56,0,153125,163795
51323,1,3,15,56,0,166742,4711
24245,1,3,15,57,1,216749,162328
3078,1,3,15,59,2,162328,66172
15506,1,3,15,59,0,9983,19884
18079,1,3,15,59,0,168242,187789
1135,1,3,16,0,1,196826,152035
9122,1,3,16,0,0,2337,153026
36662,1,3,16,2,2,8207,215527
39758,1,3,16,2,0,9466,163374
5083,1,3,16,3,1,167634,5699
8715,1,3,16,3,0,222306,110502
26891,1,3,16,4,1,159809,215527
41123,1,3,16,6,2,216749,3061
17638,1,3,16,7,1,207929,110502
27648,1,3,16,7,0,23391,8179
30111,1,3,16,7,0,224456,201509
51442,1,3,16,7,0,857,215527
4119,1,3,16,8,1,138286,218333
20395,1,3,16,9,1,146783,187310
32782,1,3,16,9,0,110502,166422
34239,1,3,16,10,1,215527,218559
42673,1,3,16,10,0,164095,110502
13255,1,3,16,12,2,124136,215527
47943,1,3,16,12,0,240307,237190
10236,1,3,16,15,3,166798,6853
2146,1,3,16,16,1,167629,235121
8341,1,3,16,16,0,8222,237339
27527,1,3,16,16,0,238381,165455
50779,1,3,16,16,0,213225,78649
40206,1,3,16,19,3,153228,110502
53013,1,3,16,19,0,167096,7468
23681,1,3,16,21,2,193018,6878
34862,1,3,16,21,0,204352,153284
51088,1,3,16,21,0,162328,2345
7087,1,3,16,23,2,162328,201509
43462,1,3,16,23,0,219137,219136
53524,1,3,16,24,1,10760,110502
18250,1,3,16,25,1,238584,163085
55959,1,3,16,25,0,215527,139824
22792,1,3,16,26,1,136483,887
28217,1,3,16,26,0,147205,153500
796,1,3,16,27,1,137229,203891
37989,1,3,16,27,0,196813,161466
49479,1,3,16,27,0,12961,76829
25871,1,3,16,29,2,138286,215527
44885,1,3,16,29,0,6337,6318
25522,1,3,16,30,1,8682,215527
27534,1,3,16,31,1,5570,2135
53236,1,3,16,31,0,167629,164747
23909,1,3,16,32,1,226627,199229
26300,1,3,16,34,2,167832,227290
32426,1,3,16,34,0,167160,173009
21481,1,3,16,35,1,129385,201509
3079,1,3,16,36,1,152250,110502
6634,1,3,16,37,1,12974,4629
27538,1,3,16,37,0,136759,156599
462,1,3,16,39,2,137742,198459
7416,1,3,16,39,0,9615,241042
11596,1,3,16,39,0,1684,199673
24833,1,3,16,39,0,9775,159139
40442,1,3,16,39,0,7419,215527
46530,1,3,16,40,1,2323,216749
1729,1,3,16,43,3,207929,4680
5740,1,3,16,44,1,198519,161890
57344,1,3,16,45,1,215527,137013
19462,1,3,16,46,1,166740,157308
54333,1,3,16,46,0,155212,215527
14662,1,3,16,47,1,9502,207223
4341,1,3,16,49,2,11699,218987
26145,1,3,16,49,0,6938,125021
42266,1,3,16,49,0,167641,215527
30402,1,3,16,51,2,221690,208324
16407,1,3,16,52,1,224557,810
46225,1,3,16,52,0,167629,163335
3813,1,3,16,55,3,167750,234093
16792,1,3,16,55,0,136626,9474
28504,1,3,16,55,0,238381,217838
6228,1,3,16,57,2,19582,137658
18792,1,3,16,57,0,215527,144598
51982,1,3,16,57,0,192219,215527
49077,1,3,16,59,2,212005,127467
4689,1,3,17,1,2,215527,151386
44801,1,3,17,1,0,163305,110502
9467,1,3,17,2,1,165453,138089
35039,1,3,17,2,0,159139,124119
25283,1,3,17,3,1,215527,233123
42826,1,3,17,4,1,4718,827
53014,1,3,17,4,0,9559,110502
463,1,3,17,5,1,167641,213042
21384,1,3,17,6,1,216749,215106
36838,1,3,17,7,1,215527,213654
38896,1,3,17,8,1,215527,231850
32134,1,3,17,9,1,215527,163668
25769,1,3,17,11,2,175840,23384
2026,1,3,17,15,4,160704,198514
51445,1,3,17,15,0,216749,156981
12092,1,3,17,16,1,164758,152755
50781,1,3,17,17,1,219710,124119
22793,1,3,17,19,2,153127,215527
30403,1,3,17,19,0,151337,167178
39811,1,3,17,19,0,11054,215527
3814,1,3,17,21,2,168243,1686
26146,1,3,17,21,0,1873,159139
43982,1,3,17,21,0,164737,1832
3363,1,3,17,22,1,152755,132566
6124,1,3,17,22,0,158104,158622
48801,1,3,17,22,0,10658,2345
39674,1,3,17,23,1,212005,828
42581,1,3,17,23,0,4196,236974
46330,1,3,17,23,0,167621,110502
10237,1,3,17,24,1,224456,215527
27542,1,3,17,24,0,215527,201509
23869,1,3,17,26,2,233001,110502
37992,1,3,17,27,1,153464,190464
18251,1,3,17,28,1,23260,159139
41580,1,3,17,28,0,147125,110502
19463,1,3,17,30,2,162328,2319
8654,1,3,17,31,1,163305,4680
10871,1,3,17,31,0,173118,215527
53297,1,3,17,31,0,9983,205963
27547,1,3,17,32,1,890,139306
535,1,3,17,33,1,230135,207213
29962,1,3,17,33,0,153461,159392
11501,1,3,17,34,1,198794,6772
28787,1,3,17,34,0,163746,110502
54334,1,3,17,34,0,162328,6337
28218,1,3,17,35,1,3059,166465
40357,1,3,17,35,0,110502,195881
24835,1,3,17,37,2,216749,226057
7089,1,3,17,39,2,231850,9247
27551,1,3,17,39,0,163663,2729
2910,1,3,17,40,1,222306,110502
41126,1,3,17,40,0,9983,1873
43463,1,3,17,40,0,173233,138685
49148,1,3,17,40,0,52983,110502
48059,1,3,17,42,2,215527,166926
16793,1,3,17,43,1,207929,159139
19780,1,3,17,43,0,39979,218666
14016,1,3,17,44,1,8432,214545
15509,1,3,17,44,0,2327,167644
21826,1,3,17,44,0,114517,110502
32964,1,3,17,44,0,2333,3320
46732,1,3,17,44,0,14,215527
26704,1,3,17,45,1,203891,137229
43986,1,3,17,45,0,134711,235336
16501,1,3,17,47,2,4535,220792
1136,1,3,17,49,2,168242,16241
26304,1,3,17,51,2,175754,160704
33468,1,3,17,51,0,8150,147287
44977,1,3,17,52,1,215527,105233
12268,1,3,17,54,2,9983,23414
49806,1,3,17,54,0,215527,190464
7321,1,3,17,56,2,208070,102286
2378,1,3,17,58,2,7473,167096
14238,1,3,17,58,0,213208,2320
5563,1,3,17,59,1,222410,102286
56821,1,3,17,59,0,164095,114343
7248,1,3,18,2,3,166741,166250
34863,1,3,18,2,0,216749,1500
44339,1,3,18,2,0,167641,4680
14418,1,3,18,4,2,173342,199229
5086,1,3,18,5,1,163707,110502
19465,1,3,18,5,0,107700,179427
41866,1,3,18,5,0,8956,110502
48802,1,3,18,5,0,167633,1693
42479,1,3,18,6,1,7117,222927
12389,1,3,18,7,1,10835,165853
35872,1,3,18,7,0,166524,8568
53298,1,3,18,7,0,166665,138699
25286,1,3,18,8,1,163707,6531
33469,1,3,18,8,0,166650,110502
54525,1,3,18,8,0,162328,235617
52784,1,3,18,9,1,238381,137028
27556,1,3,18,10,1,166699,166701
23912,1,3,18,11,1,215527,8561
40280,1,3,18,12,1,2148,9109
32428,1,3,18,16,4,162507,159370
43990,1,3,18,16,0,4710,120268
56381,1,3,18,17,1,147781,190464
10615,1,3,18,18,1,159569,165596
39764,1,3,18,19,1,229980,146783
27560,1,3,18,23,4,164845,8227
12772,1,3,18,24,1,215527,7434
26188,1,3,18,24,0,1873,159139
21684,1,3,18,25,1,4680,207929
38897,1,3,18,25,0,215527,222405
8719,1,3,18,26,1,225711,160006
25779,1,3,18,26,0,88399,1480
3615,1,3,18,27,1,2329,216749
38271,1,3,18,27,0,222410,215527
42677,1,3,18,27,0,11699,1527
47714,1,3,18,27,0,138286,201509
16086,1,3,18,28,1,196836,151852
20031,1,3,18,28,0,110502,233770
11502,1,3,18,29,1,52983,110502
24838,1,3,18,29,0,137154,167838
30404,1,3,18,29,0,212922,175764
1731,1,3,18,30,1,4680,207929
8579,1,3,18,30,0,97292,2143
57141,1,3,18,30,0,167642,199759
466,1,3,18,31,1,229980,6425
48454,1,3,18,33,2,78649,10559
2912,1,3,18,35,2,155212,167634
23328,1,3,18,36,1,9983,11699
52132,1,3,18,36,0,238381,5917
28788,1,3,18,37,1,125021,239116
37404,1,3,18,37,0,167629,163819
40980,1,3,18,40,3,13089,170490
2149,1,3,18,42,2,167747,160703
21484,1,3,18,42,0,213123,13043
27651,1,3,18,42,0,238381,166740
18252,1,3,18,45,3,215527,153086
15511,1,3,18,47,2,177644,858
51672,1,3,18,47,0,215527,13153
4123,1,3,18,48,1,161365,29862
50072,1,3,18,48,0,1632,255
5742,1,3,18,49,1,215527,13269
5919,1,3,18,49,0,31118,173402
29747,1,3,18,49,0,215527,167720
16412,1,3,18,50,1,216749,230512
22367,1,3,18,53,3,215527,167986
3082,1,3,18,58,5,9775,2345
52133,1,3,19,0,2,1873,206238
19588,1,3,19,1,1,215527,12812
35040,1,3,19,1,0,169690,13043
216,1,3,19,2,1,165453,160112
43993,1,3,19,4,2,216749,216753
48706,1,3,19,4,0,216749,4569
29964,1,3,19,5,1,153352,163323
48221,1,3,19,9,4,136860,6778
43466,1,3,19,10,1,162328,225711
44978,1,3,19,10,0,215527,13043
55652,1,3,19,10,0,217629,173601
42678,1,3,19,11,1,138286,159139
54675,1,3,19,12,1,162328,255
23329,1,3,19,14,2,6325,200373
33236,1,3,19,14,0,14948,6640
37551,1,3,19,14,0,172673,235548
40360,1,3,19,15,1,153127,201509
13148,1,3,19,16,1,106166,216906
53239,1,3,19,16,0,215527,8205
21685,1,3,19,17,1,163684,4680
12392,1,3,19,19,2,167641,199229
20398,1,3,19,19,0,235546,213227
28219,1,3,19,21,2,5904,241061
5088,1,3,19,23,2,151337,238895
44534,1,3,19,23,0,46,200942
3616,1,3,19,24,1,162328,235617
25528,1,3,19,26,2,238381,226709
38630,1,3,19,26,0,8206,172671
47189,1,3,19,26,0,60802,13043
16461,1,3,19,27,1,13368,224628
2965,1,3,19,29,2,158116,229825
27285,1,3,19,29,0,215527,163584
42269,1,3,19,29,0,215527,138818
2735,1,3,19,31,2,152035,159139
10698,1,3,19,31,0,124119,173135
50547,1,3,19,31,0,215527,235589
28510,1,3,19,32,1,22781,88398
51326,1,3,19,32,0,215527,19096
16639,1,3,19,35,3,12540,196881
22797,1,3,19,36,1,138286,215527
28967,1,3,19,36,0,7383,135780
44217,1,3,19,37,1,241056,158840
7323,1,3,19,39,2,110502,218762
15512,1,3,19,39,0,215527,213037
23872,1,3,19,39,0,153473,1527
44540,1,3,19,40,1,46351,183064
8434,1,3,19,41,1,218349,228484
18253,1,3,19,42,1,151337,163819
37141,1,3,19,45,3,168643,128183
49501,1,3,19,47,2,215527,159139
13896,1,3,19,49,2,215527,164684
41474,1,3,19,51,2,88342,144952
32007,1,3,19,52,1,13043,124027
57143,1,3,19,53,1,212005,157902
6007,1,3,19,54,1,111904,829
10874,1,3,20,0,6,235617,239521
32137,1,3,20,1,1,166740,151386
2791,1,3,20,2,1,215527,6934
45399,1,3,20,3,1,11054,241042
49808,1,3,20,4,1,215527,163746
20033,1,3,20,8,4,239307,235548
28370,1,3,20,8,0,209697,153485
37553,1,3,20,11,3,167629,204810
14667,1,3,20,12,1,160073,216755
22673,1,3,20,13,1,177644,1578
29592,1,3,20,13,0,159099,151386
42482,1,3,20,13,0,213225,9983
21487,1,3,20,17,4,159372,1217
43995,1,3,20,18,1,162328,1093
218,1,3,20,19,1,215527,235546
3197,1,3,20,20,1,215527,914
27567,1,3,20,23,3,1942,153489
50963,1,3,20,23,0,1942,153489
12271,1,3,20,25,2,121008,153440
16087,1,3,20,25,0,238381,166706
5921,1,3,20,28,3,151386,152869
38900,1,3,20,30,2,238489,33949
13717,1,3,20,33,3,215527,105781
27286,1,3,20,34,1,215527,167641
33296,1,3,20,34,0,216749,162328
23444,1,3,20,35,1,215527,3064
40361,1,3,20,35,0,215527,163412
55491,1,3,20,38,3,215527,218558
1664,1,3,20,39,1,215527,148203
52258,1,3,20,39,0,215527,41920
48328,1,3,20,43,4,165905,103018
25289,1,3,20,45,2,186987,199758
17644,1,3,20,47,2,167633,2335
36916,1,3,20,49,2,152097,166854
16463,1,3,20,51,2,216749,32851
46891,1,3,20,51,0,175871,226109
41870,1,3,20,52,1,233097,97292
37729,1,3,20,53,1,8221,13043
24357,1,3,20,56,3,6592,813
4345,1,3,20,58,2,110502,153370
16464,1,3,21,0,2,7936,156692
51328,1,3,21,4,4,215527,151386
2150,1,3,21,5,1,215527,6296
7557,1,3,21,5,0,215527,166529
9832,1,3,21,5,0,215527,74639
19782,1,3,21,5,0,110502,4680
48456,1,3,21,5,0,215527,164849
12395,1,3,21,7,2,110502,165173
23225,1,3,21,7,0,215527,166887
25290,1,3,21,7,0,164827,215527
31278,1,3,21,7,0,174548,166422
2792,1,3,21,9,2,215527,44361
32430,1,3,21,9,0,215527,1433
10876,1,3,21,10,1,215527,159139
14847,1,3,21,10,0,207929,4680
28645,1,3,21,10,0,216749,216753
5922,1,3,21,11,1,151337,163740
24247,1,3,21,14,3,110502,3068
42484,1,3,21,19,5,128741,32852
30406,1,3,21,20,1,1614,159392
37144,1,3,21,21,1,215527,184569
38459,1,3,21,22,1,167641,8428
55960,1,3,21,24,2,215527,147130
35963,1,3,21,25,1,6298,166422
46737,1,3,21,27,2,137813,216804
28969,1,3,21,28,1,8966,171485
52259,1,3,21,28,0,165846,238059
43878,1,3,21,29,1,8469,151386
4779,1,3,21,33,4,216749,1759
50074,1,3,21,34,1,215527,18202
16088,1,3,21,40,6,219300,219303
33298,1,3,21,40,0,218576,856
17645,1,3,21,41,1,213042,4713
28222,1,3,21,41,0,153188,153269
40446,1,3,21,41,0,151337,10658
21131,1,3,21,43,2,215527,175754
219,1,3,21,44,1,215527,166735
33574,1,3,21,46,2,132825,8205
43074,1,3,21,49,3,218577,82407
21490,1,3,21,51,2,2332,98798
33990,1,3,21,51,0,238381,2345
26893,1,3,21,53,2,13341,7955
3198,1,3,21,54,1,215527,4559
43998,1,3,21,56,2,239308,239307
44223,1,3,21,56,0,222418,132802
57149,1,3,21,58,2,238381,222228
43364,1,3,21,59,1,11868,213227
53760,1,3,22,0,1,199673,34009
33575,1,3,22,1,1,167719,222226
33991,1,3,22,1,0,2345,239315
11125,1,3,22,3,2,216749,2345
5924,1,3,22,4,1,10658,218666
20403,1,3,22,4,0,10658,2146
24625,1,3,22,4,0,226394,1217
42361,1,3,22,4,0,151337,2146
50549,1,3,22,5,1,215527,218861
55285,1,3,22,5,0,162328,25278
37410,1,3,22,6,1,153018,9796
40447,1,3,22,6,0,10658,165703
2324,1,3,22,7,1,120268,4711
23549,1,3,22,7,0,215527,233003
32965,1,3,22,8,1,238381,166706
37730,1,3,22,8,0,114343,9040
44343,1,3,22,8,0,204810,4573
1607,1,3,22,10,2,215527,10658
46819,1,3,22,12,2,10658,241515
3972,1,3,22,13,1,216749,226058
4692,1,3,22,14,1,216749,159139
23047,1,3,22,19,5,216749,162328
51679,1,3,22,19,0,165685,163685
55656,1,3,22,19,0,199729,173128
18794,1,3,22,20,1,195234,167178
28374,1,3,22,20,0,213226,1631
16128,1,3,22,21,1,183278,43547
17124,1,3,22,25,4,215527,88375
12640,1,3,22,29,4,151385,209517
220,1,3,22,30,1,173601,1619
54107,1,3,22,33,3,196820,163819
43581,1,3,22,34,1,215527,216768
35964,1,3,22,35,1,215527,147387
21203,1,3,22,37,2,215527,137809
13845,1,3,22,39,2,13043,4495
7559,1,3,22,40,1,215527,1031
42488,1,3,22,40,0,224156,153108
21584,1,3,22,42,2,110502,5519
24844,1,3,22,43,1,238991,110502
30709,1,3,22,43,0,151386,235617
38635,1,3,22,44,1,110502,5515
31661,1,3,22,45,1,12554,235546
4902,1,3,22,48,3,216749,174083
29750,1,3,22,49,1,167633,230770
36919,1,3,22,49,0,159139,4561
7861,1,3,22,51,2,805,199489
43013,1,3,22,52,1,151369,8948
16467,1,3,22,53,1,139653,157307
26895,1,3,22,53,0,914,215527
28791,1,3,22,56,3,167629,163819
28970,1,3,23,0,4,167629,204205
37556,1,3,23,2,2,166523,10442
25786,1,3,23,3,1,17662,110502
43469,1,3,23,3,0,194950,210447
38275,1,3,23,4,1,163305,152122
51093,1,3,23,8,4,215527,218678
11900,1,3,23,9,1,215527,165575
32431,1,3,23,9,0,215527,140971
16507,1,3,23,10,1,165576,12991
43999,1,3,23,10,0,178489,153290
21493,1,3,23,11,1,151337,11868
9989,1,3,23,12,1,215527,213223
33303,1,3,23,12,0,3068,22781
23792,1,3,23,13,1,46996,150652
51681,1,3,23,13,0,165587,165584
43014,1,3,23,15,2,9632,133671
54108,1,3,23,15,0,216749,43602
40449,1,3,23,16,1,215527,2192
54879,1,3,23,18,2,216749,177674
36324,1,3,23,22,4,226056,192228
57151,1,3,23,23,1,137507,199732
5926,1,3,23,25,2,215527,164849
34147,1,3,23,25,0,215527,164677
46822,1,3,23,25,0,162420,167621
1556,1,3,23,26,1,215527,167633
24128,1,3,23,26,0,52983,195756
7772,1,3,23,27,1,215527,208880
30589,1,3,23,28,1,151337,163092
17647,1,3,23,29,1,226106,3904
2326,1,3,23,30,1,213227,235546
49503,1,3,23,31,1,12554,162323
20037,1,3,23,33,2,137161,228589
27289,1,3,23,33,0,166300,212875
4348,1,3,23,38,5,215527,1953
4903,1,3,23,38,0,216749,6802
28515,1,3,23,42,4,9983,11699
10415,1,3,23,43,1,238381,101974
13781,1,3,23,43,0,215527,201509
37093,1,3,23,43,0,8570,137742
44346,1,3,23,43,0,215527,18573
24629,1,3,23,45,2,151369,235337
12896,1,3,23,46,1,52983,159139
51987,1,3,23,46,0,238381,6531
35548,1,3,23,47,1,151337,166256
14745,1,3,23,49,2,2738,13256
44891,1,3,23,50,1,9563,214399
51218,1,3,23,50,0,162323,1079
22677,1,3,23,53,3,216749,199229
55658,1,3,23,54,1,215527,173135
10113,1,3,23,56,2,215527,237150
34438,1,3,23,57,1,151337,7201
20407,1,3,23,59,2,159139,151386
4783,1,4,0,1,2,216749,166889
18255,1,4,0,1,0,215527,9379
25293,1,4,0,2,1,239396,148979
221,1,4,0,3,1,215527,3069
24362,1,4,0,4,1,215527,124136
31954,1,4,0,7,3,215527,43392
14020,1,4,0,8,1,167629,232249
22678,1,4,0,9,1,164827,173405
31284,1,4,0,9,0,164827,11454
11130,1,4,0,10,1,8225,13089
40363,1,4,0,10,0,213227,199324
46823,1,4,0,11,1,167629,137839
24846,1,4,0,12,1,220467,8956
38276,1,4,0,13,1,4534,158603
28972,1,4,0,14,1,172912,11521
37094,1,4,0,14,0,129385,191438
28376,1,4,0,17,3,216749,216753
30710,1,4,0,17,0,229980,13237
7668,1,4,0,19,2,153442,226055
37417,1,4,0,28,9,167629,196881
52326,1,4,0,28,0,215527,230890
55962,1,4,0,29,1,215527,226326
1667,1,4,0,30,1,255,162994
5416,1,4,0,30,0,167629,914
21251,1,4,0,30,0,215527,74319
23552,1,4,0,30,0,215527,33602
54528,1,4,0,31,1,162328,803
54109,1,4,0,32,1,213215,153300
55165,1,4,0,32,0,255,173141
28648,1,4,0,33,1,166529,153054
33807,1,4,0,33,0,132456,216756
3974,1,4,0,38,5,216749,4680
10197,1,4,0,39,1,158756,139330
2329,1,4,0,40,1,104027,158839
19785,1,4,0,40,0,215527,134774
12274,1,4,0,43,3,215527,158748
35048,1,4,0,48,5,167630,4711
43582,1,4,0,49,1,110502,169901
17020,1,4,0,50,1,215527,193832
36326,1,4,0,56,6,164827,222061
44550,1,4,0,56,0,216749,235617
33995,1,4,0,57,1,167751,137010
43016,1,4,0,57,0,164730,15969
5568,1,4,0,58,1,2738,8963
14422,1,4,0,59,1,110502,187900
16290,1,4,1,1,2,196820,176383
29751,1,4,1,2,1,11011,215527
10114,1,4,1,4,2,230428,139666
28518,1,4,1,10,6,6313,6447
30888,1,4,1,10,0,217151,31630
31478,1,4,1,10,0,9983,21639
34867,1,4,1,10,0,167629,8342
26708,1,4,1,11,1,216756,164730
12777,1,4,1,14,3,215527,856
43473,1,4,1,15,1,215527,234225
48615,1,4,1,15,0,215527,8315
55288,1,4,1,15,0,216749,199229
1669,1,4,1,17,2,215527,123946
13783,1,4,1,17,0,152449,151919
23984,1,4,1,17,0,216749,152077
5569,1,4,1,20,3,151337,9742
22804,1,4,1,21,1,169764,164847
54678,1,4,1,21,0,173131,230288
56656,1,4,1,21,0,215527,230456
12497,1,4,1,22,1,110502,162963
35550,1,4,1,22,0,153636,146783
38638,1,4,1,26,4,136941,156675
43083,1,4,1,26,0,199729,137154
37559,1,4,1,30,4,153177,216801
51988,1,4,1,33,3,215527,231850
28915,1,4,1,35,2,153285,989
223,1,4,1,39,4,215527,127660
20409,1,4,1,39,0,228589,171389
21497,1,4,1,39,0,8429,146782
33998,1,4,1,39,0,167629,156562
36327,1,4,1,39,0,2738,151485
9991,1,4,1,40,1,215527,159139
44003,1,4,1,40,0,235618,159153
54111,1,4,1,42,2,216749,137773
3976,1,4,1,44,2,215527,175713
4788,1,4,1,48,4,216749,50935
7562,1,4,1,48,0,215527,167176
37738,1,4,1,48,0,197113,173107
18796,1,4,1,49,1,215527,137087
24633,1,4,1,51,2,988,195642
53764,1,4,1,52,1,162328,173185
42684,1,4,1,54,2,110502,26803
44349,1,4,1,54,0,216755,42549
16894,1,4,1,58,4,215527,3322
27291,1,4,1,58,0,215527,18301
45404,1,4,1,58,0,11699,9983
25071,1,4,1,59,1,11695,164730
12897,1,4,2,1,2,238381,166266
55963,1,4,2,2,1,215527,139264
8245,1,4,2,3,1,218349,12844
37561,1,4,2,4,1,167629,163819
11134,1,4,2,5,1,216749,137154
3977,1,4,2,6,1,14369,1033
23553,1,4,2,6,0,215527,14374
27068,1,4,2,7,1,215527,233327
44004,1,4,2,8,1,216749,198
30594,1,4,2,10,2,166825,32851
5421,1,4,2,16,6,167629,218577
10198,1,4,2,19,3,224881,110502
25072,1,4,2,22,3,212005,157902
43475,1,4,2,22,0,153220,167170
29487,1,4,2,23,1,2440,3068
45523,1,4,2,25,2,178000,4710
4352,1,4,2,26,1,167629,163663
18994,1,4,2,26,0,162328,199229
44350,1,4,2,28,2,158617,165853
35591,1,4,2,31,3,151337,219519
53766,1,4,2,32,1,216749,170483
306,1,4,2,36,4,153453,166422
12498,1,4,2,38,2,151337,152889
22683,1,4,2,43,5,238381,137720
42685,1,4,2,44,1,230702,215527
54883,1,4,2,44,0,8064,110502
34000,1,4,2,46,2,238381,19908
51335,1,4,2,46,0,215527,152453
54344,1,4,2,48,2,216749,2329
38465,1,4,2,52,4,230456,166825
24366,1,4,2,54,2,216749,19221
14151,1,4,2,55,1,163717,110502
30893,1,4,2,57,2,167629,36369
32788,1,4,2,57,0,110502,8428
35051,1,4,2,59,2,216749,166841
25074,1,4,3,4,5,199738,164734
7669,1,4,3,6,2,215527,240425
14424,1,4,3,7,1,110502,221992
54681,1,4,3,7,0,216755,6176
307,1,4,3,8,1,222008,67
44352,1,4,3,11,3,199729,158840
5423,1,4,3,12,1,163665,153432
29489,1,4,3,18,6,196745,163378
24130,1,4,3,24,6,162328,153490
15654,1,4,3,26,2,151337,218666
37151,1,4,3,27,1,199729,224626
54113,1,4,3,29,2,216749,175892
52264,1,4,3,35,6,151466,215527
2385,1,4,3,39,4,167629,110502
22684,1,4,3,45,6,216756,175009
34870,1,4,3,45,0,239396,163819
38279,1,4,3,46,1,215527,169902
43477,1,4,3,47,1,110502,147781
10247,1,4,3,51,4,6337,110502
30597,1,4,3,51,0,216325,218666
31480,1,4,3,52,1,988,167170
54996,1,4,3,53,1,175840,163372
43021,1,4,3,57,4,134856,234264
18671,1,4,3,58,1,215527,1433
26899,1,4,3,58,0,213232,215527
35973,1,4,3,58,0,2218,215527
11906,1,4,3,59,1,6617,110502
23227,1,4,3,59,0,110502,41906
40796,1,4,4,1,2,167629,166529
26711,1,4,4,3,2,8081,13591
16895,1,4,4,4,1,167712,32866
37103,1,4,4,5,1,199729,173128
34443,1,4,4,7,2,215527,212185
2572,1,4,4,8,1,167629,810
54001,1,4,4,9,1,238224,152985
24131,1,4,4,10,1,216749,236772
9993,1,4,4,14,4,215527,32866
45525,1,4,4,14,0,216749,137720
12281,1,4,4,20,6,115672,2260
24368,1,4,4,20,0,137161,234150
33583,1,4,4,35,15,231850,218562
308,1,4,4,39,4,161405,158255
43223,1,4,4,44,5,167633,146718
55662,1,4,4,46,2,43392,215527
10326,1,4,4,48,2,167633,199229
18998,1,4,4,51,3,238381,4631
29756,1,4,4,58,7,137402,110502
22809,1,4,5,7,9,162328,153344
30896,1,4,5,12,5,167629,173136
35696,1,4,5,18,6,175764,215527
12282,1,4,5,20,2,8071,215527
370,1,4,5,22,2,7327,110502
26190,1,4,5,22,0,17642,215527
55966,1,4,5,29,7,216749,199229
10248,1,4,5,30,1,226252,30165
40799,1,4,5,30,0,151337,164674
6125,1,4,5,32,2,141572,228634
18672,1,4,5,33,1,151337,239105
38281,1,4,5,34,1,5742,110502
43224,1,4,5,40,6,175764,215527
33586,1,4,5,41,1,32851,97199
29492,1,4,5,54,13,9282,222304
57201,1,4,5,54,0,199232,78649
15515,1,4,5,56,2,154471,215527
55001,1,4,5,57,1,127622,239956
33587,1,4,6,0,3,257,123445
26902,1,4,6,9,9,43392,224628
15657,1,4,6,11,2,43272,110502
15167,1,4,6,14,3,136625,110502
20662,1,4,6,15,1,159139,235617
43023,1,4,6,15,0,231790,215527
30410,1,4,6,16,1,151369,241407
57154,1,4,6,22,6,233770,218775
41477,1,4,6,23,1,140971,110502
29493,1,4,6,24,1,9655,110502
11136,1,4,6,25,1,233770,218775
17131,1,4,6,25,0,151337,167714
6327,1,4,6,26,1,42651,216749
49223,1,4,6,26,0,226120,215527
7149,1,4,6,27,1,161197,218775
4792,1,4,6,28,1,164680,222786
9700,1,4,6,30,2,6829,166357
18798,1,4,6,32,2,172759,215527
45526,1,4,6,32,0,231845,215527
56219,1,4,6,33,1,1683,168243
17853,1,4,6,34,1,153263,217477
55174,1,4,6,35,1,224561,199229
371,1,4,6,36,1,215527,222410
45995,1,4,6,36,0,239322,231850
30122,1,4,6,43,7,167629,171830
12649,1,4,6,44,1,138808,168242
25082,1,4,6,44,0,140388,110502
35637,1,4,6,44,0,110502,165582
