ID,WEEK,DAY,HOUR,MINUTE,WAIT,SOURCE,TARGET,TIME
12497,1,4,1,22,3,212005,19148,4402
21134,1,4,1,22,0,3068,22781,4402
24632,1,4,1,22,0,164827,218762,4402
32786,1,4,1,22,0,185077,862,4402
38638,1,4,1,26,4,153221,215527,4406
16893,1,4,1,28,2,5568,160659,4408
55660,1,4,1,29,1,5733,136901,4409
10244,1,4,1,32,3,238381,147235,4412
23226,1,4,1,38,6,229980,153087,4418
223,1,4,1,39,1,6365,177259,4419
25070,1,4,1,40,1,173158,215527,4420
46741,1,4,1,40,0,215106,110502,4420
52328,1,4,1,40,0,9983,165453,4420
5570,1,4,1,44,4,199729,6286,4424
16003,1,4,1,45,1,82135,4530,4425
53996,1,4,1,45,0,216749,1048,4425
9992,1,4,1,48,3,215527,140445,4428
26709,1,4,1,48,0,199673,199077,4428
37560,1,4,1,48,0,153027,164554,4428
37738,1,4,1,48,0,141132,7963,4428
4696,1,4,1,49,1,216749,2379,4429
54882,1,4,1,49,0,914,165835,4429
2569,1,4,1,52,3,215527,13221,4432
18554,1,4,1,56,4,215527,138808,4436
27291,1,4,1,58,2,238381,167830,4438
43084,1,4,1,59,1,149470,882,4439
34150,1,4,2,0,1,162328,1596,4440
12897,1,4,2,1,1,88375,201509,4441
37561,1,4,2,4,3,32852,6283,4444
51989,1,4,2,4,0,238381,222425,4444
43583,1,4,2,12,8,78649,32835,4452
35513,1,4,2,15,3,163746,163305,4455
4564,1,4,2,17,2,216749,49420,4457
44230,1,4,2,17,0,216749,216753,4457
23052,1,4,2,22,5,215527,215692,4462
25072,1,4,2,22,0,153142,175764,4462
33581,1,4,2,22,0,5907,6291,4462
43085,1,4,2,22,0,170496,5573,4462
18994,1,4,2,26,4,11180,224590,4466
51097,1,4,2,26,0,158645,13089,4466
3980,1,4,2,28,2,173144,12554,4468
10062,1,4,2,29,1,215527,173159,4469
10245,1,4,2,29,0,11699,173142,4469
2384,1,4,2,30,1,215527,155715,4470
54112,1,4,2,30,0,127622,199229,4470
22682,1,4,2,32,2,215527,8206,4472
35971,1,4,2,33,1,215527,11388,4473
7773,1,4,2,35,2,215527,137219,4475
29754,1,4,2,36,1,1030,231841,4476
31288,1,4,2,37,1,147395,22781,4477
28916,1,4,2,38,1,164799,9039,4478
38639,1,4,2,44,6,167629,163819,4484
12276,1,4,2,46,2,215527,139317,4486
54532,1,4,2,51,5,216749,1574,4491
55168,1,4,2,51,0,25280,199229,4491
24366,1,4,2,54,3,235617,226253,4494
14151,1,4,2,55,1,10215,9983,4495
44552,1,4,2,55,0,137745,136942,4495
30596,1,4,3,6,11,237983,223739,4506
19371,1,4,3,8,2,215527,136950,4508
23053,1,4,3,15,7,907,43284,4515
368,1,4,3,22,7,7327,110502,4522
37102,1,4,3,22,0,199641,162339,4522
10246,1,4,3,23,1,9563,6313,4523
23987,1,4,3,25,2,95540,9419,4525
12648,1,4,3,26,1,215527,2149,4526
35972,1,4,3,27,1,5519,110502,4527
5424,1,4,3,33,6,13041,6398,4533
54884,1,4,3,34,1,230069,207213,4534
28917,1,4,3,36,2,207188,163685,4536
34870,1,4,3,45,9,132096,110502,4545
37565,1,4,3,49,4,213092,8206,4549
31480,1,4,3,52,3,216749,175838,4552
38640,1,4,3,52,0,88398,215527,4552
43088,1,4,3,52,0,151337,81014,4552
24638,1,4,3,54,2,222405,9045,4554
54114,1,4,3,54,0,159139,1759,4554
2386,1,4,3,56,2,215527,9775,4556
14425,1,4,3,56,0,167641,161787,4556
17255,1,4,3,57,1,163685,153032,4557
26899,1,4,3,58,1,2659,8322,4558
40696,1,4,3,58,0,110502,164031,4558
44008,1,4,3,58,0,225757,167644,4558
11906,1,4,3,59,1,218748,216801,4559
53767,1,4,3,59,0,216749,1492,4559
369,1,4,4,0,1,215527,222410,4560
26711,1,4,4,3,3,151337,215527,4563
37103,1,4,4,5,2,151337,110502,4565
17257,1,4,4,8,3,78649,159161,4568
24131,1,4,4,10,2,163727,224454,4570
12279,1,4,4,14,4,153342,163515,4574
34001,1,4,4,14,0,11699,9983,4574
45525,1,4,4,14,0,227770,127469,4574
24368,1,4,4,20,6,160674,3188,4580
30598,1,4,4,20,0,162328,10270,4580
54997,1,4,4,23,3,78649,167646,4583
7564,1,4,4,25,2,9222,110502,4585
15319,1,4,4,25,0,163305,152122,4585
10202,1,4,4,36,11,215527,151387,4596
40697,1,4,4,39,3,151337,145499,4599
55290,1,4,4,43,4,215527,217096,4603
43223,1,4,4,44,1,216801,167087,4604
22685,1,4,4,59,15,219301,158839,4619
10420,1,4,5,12,13,165631,119090,4632
15656,1,4,5,16,4,238059,9045,4636
25080,1,4,5,16,0,173117,137745,4636
34002,1,4,5,17,1,213225,9983,4637
55291,1,4,5,20,3,215527,218917,4640
370,1,4,5,22,2,215527,7307,4642
30408,1,4,5,23,1,235784,2146,4643
26901,1,4,5,30,7,52391,151908,4650
40799,1,4,5,30,0,75944,215527,4650
56383,1,4,5,30,0,230934,9025,4650
6125,1,4,5,32,2,167633,102284,4652
38281,1,4,5,34,2,817,1759,4654
55000,1,4,5,36,2,162328,25278,4656
14024,1,4,5,40,4,205457,59547,4660
43224,1,4,5,40,0,226121,229139,4660
18673,1,4,5,44,4,15,32853,4664
35746,1,4,5,55,11,219517,1514,4675
33587,1,4,6,0,5,175885,1976,4680
41583,1,4,6,0,0,111125,212128,4680
45298,1,4,6,2,2,218577,158839,4682
18674,1,4,6,3,1,199729,215527,4683
1737,1,4,6,9,6,8984,239403,4689
12500,1,4,6,16,7,164827,158603,4696
17130,1,4,6,17,1,5568,160659,4697
13149,1,4,6,20,3,13043,216749,4700
11262,1,4,6,24,4,136483,4631,4704
56150,1,4,6,24,0,163707,198883,4704
34873,1,4,6,25,1,802,163718,4705
6327,1,4,6,26,1,11054,175514,4706
10330,1,4,6,26,0,11699,9983,4706
7149,1,4,6,27,1,215527,230135,4707
9350,1,4,6,27,0,167633,226622,4707
4792,1,4,6,28,1,216749,241034,4708
34003,1,4,6,28,0,11699,9983,4708
41383,1,4,6,28,0,165453,10616,4708
40698,1,4,6,29,1,7277,232539,4709
56384,1,4,6,29,0,8205,2135,4709
8246,1,4,6,31,2,108766,34005,4711
17783,1,4,6,34,3,172646,110502,4714
35932,1,4,6,35,1,3327,13153,4715
55174,1,4,6,35,0,138360,201509,4715
371,1,4,6,36,1,215527,224456,4716
20227,1,4,6,41,5,235327,1048,4721
46533,1,4,6,42,1,988,167170,4722
29967,1,4,6,43,1,13043,907,4723
25082,1,4,6,44,1,215362,151964,4724
38816,1,4,6,44,0,215527,164736,4724
24133,1,4,6,46,2,168243,173141,4726
15322,1,4,6,53,7,216749,59461,4733
32520,1,4,6,53,0,110502,110505,4733
38284,1,4,6,53,0,216749,150727,4733
54684,1,4,6,53,0,216749,173403,4733
26904,1,4,6,56,3,215527,7851,4736
25788,1,4,6,58,2,140532,233197,4738
30273,1,4,6,58,0,173141,173142,4738
45860,1,4,6,59,1,6934,158839,4739
18021,1,4,7,1,2,159148,4713,4741
11910,1,4,7,2,1,151337,48923,4742
2389,1,4,7,3,1,215527,127622,4743
13098,1,4,7,4,1,146968,5492,4744
1465,1,4,7,9,5,228200,165912,4749
12501,1,4,7,10,1,164827,212185,4750
10699,1,4,7,11,1,59461,160703,4751
9232,1,4,7,12,1,218775,152352,4752
16291,1,4,7,12,0,167750,153345,4752
18556,1,4,7,12,0,215527,2733,4752
38641,1,4,7,12,0,153268,168242,4752
40148,1,4,7,12,0,159139,907,4752
33816,1,4,7,14,2,238381,19908,4754
24641,1,4,7,15,1,157909,11255,4755
55967,1,4,7,16,1,5467,226054,4756
11137,1,4,7,17,1,199660,216801,4757
45721,1,4,7,17,0,215527,163707,4757
32612,1,4,7,20,3,988,85395,4760
40802,1,4,7,20,0,227242,19583,4760
680,1,4,7,21,1,168243,199231,4761
48905,1,4,7,22,1,191438,8470,4762
7150,1,4,7,24,2,144598,9450,4764
41928,1,4,7,24,0,215527,216749,4764
23447,1,4,7,25,1,198581,79085,4765
51835,1,4,7,26,1,215527,116874,4766
16414,1,4,7,28,2,216749,240545,4768
26905,1,4,7,29,1,215527,233327,4769
30411,1,4,7,29,0,228588,199229,4769
37570,1,4,7,29,0,129475,9221,4769
9263,1,4,7,30,1,216749,216753,4770
15168,1,4,7,30,0,226252,132815,4770
26066,1,4,7,30,0,6829,163584,4770
14241,1,4,7,31,1,216749,10037,4771
29758,1,4,7,31,0,5835,167833,4771
7420,1,4,7,34,3,216749,215527,4774
17896,1,4,7,34,0,9064,158318,4774
29329,1,4,7,34,0,213227,215527,4774
48330,1,4,7,35,1,215527,152189,4775
3293,1,4,7,36,1,215527,151386,4776
21035,1,4,7,36,0,200383,163440,4776
35934,1,4,7,36,0,159139,201509,4776
48909,1,4,7,37,1,5870,110502,4777
54685,1,4,7,38,1,8588,152035,4778
48806,1,4,7,39,1,1684,218775,4779
35638,1,4,7,40,1,2345,135883,4780
38760,1,4,7,40,0,215527,165853,4780
6328,1,4,7,41,1,159148,149470,4781
17447,1,4,7,41,0,151765,162963,4781
4355,1,4,7,42,1,8611,166825,4782
13367,1,4,7,43,1,168591,175247,4783
25789,1,4,7,43,0,215527,237091,4783
49080,1,4,7,44,1,138021,167751,4784
56152,1,4,7,44,0,43711,213225,4784
8864,1,4,7,45,1,8131,173141,4785
18799,1,4,7,47,2,216749,162588,4787
39765,1,4,7,47,0,219301,152145,4787
48913,1,4,7,47,0,226717,158756,4787
42589,1,4,7,49,2,163707,206207,4789
17134,1,4,7,50,1,8101,201509,4790
9297,1,4,7,52,2,215527,135635,4792
32702,1,4,7,52,0,107700,11031,4792
48811,1,4,7,52,0,215527,4680,4792
9702,1,4,7,54,2,7941,14632,4794
36747,1,4,7,54,0,214404,167642,4794
55175,1,4,7,54,0,167633,163930,4794
31483,1,4,7,55,1,216749,160006,4795
53091,1,4,7,57,2,11868,9109,4797
5263,1,4,7,58,1,151386,219124,4798
8248,1,4,7,59,1,199756,6313,4799
41479,1,4,7,59,0,137742,175886,4799
46535,1,4,7,59,0,988,167170,4799
50324,1,4,7,59,0,215527,866,4799
56386,1,4,7,59,0,137519,1693,4799
2333,1,4,8,0,1,215527,196845,4800
6232,1,4,8,2,2,167629,163819,4802
10619,1,4,8,2,0,173135,215527,4802
19001,1,4,8,4,2,215527,175639,4804
17786,1,4,8,5,1,153268,212005,4805
11333,1,4,8,6,1,151337,231042,4806
25790,1,4,8,6,0,224630,134795,4806
4794,1,4,8,7,1,241496,162613,4807
34611,1,4,8,7,0,163584,988,4807
41297,1,4,8,7,0,167629,14116,4807
29594,1,4,8,8,1,219517,226254,4808
2471,1,4,8,9,1,215527,231849,4809
2030,1,4,8,10,1,162328,111904,4810
15325,1,4,8,10,0,167629,101268,4810
17448,1,4,8,10,0,162963,151765,4810
41587,1,4,8,10,0,151369,163153,4810
45997,1,4,8,10,0,178489,215527,4810
4356,1,4,8,12,2,209718,2331,4812
21136,1,4,8,12,0,9983,1269,4812
30602,1,4,8,12,0,238381,222228,4812
54888,1,4,8,13,1,233787,199229,4813
9994,1,4,8,14,1,6426,13284,4814
24135,1,4,8,14,0,173144,241157,4814
38644,1,4,8,14,0,159139,52983,4814
45182,1,4,8,14,0,212005,166706,4814
48920,1,4,8,14,0,173324,8470,4814
43853,1,4,8,15,1,114561,199229,4815
56307,1,4,8,15,0,9555,31591,4815
35057,1,4,8,19,4,159403,13257,4819
16295,1,4,8,21,2,173117,199229,4821
17263,1,4,8,21,0,151369,233739,4821
22229,1,4,8,21,0,215527,216753,4821
55295,1,4,8,21,0,3911,216755,4821
1609,1,4,8,22,1,147444,170531,4822
48924,1,4,8,22,0,9775,110502,4822
55970,1,4,8,22,0,163709,234130,4822
8938,1,4,8,23,1,236861,147777,4823
14946,1,4,8,23,0,167629,199229,4823
45529,1,4,8,23,0,215527,4576,4823
49081,1,4,8,23,0,238381,150516,4823
18024,1,4,8,24,1,6365,5663,4824
5265,1,4,8,25,1,11445,140681,4825
8159,1,4,8,25,0,162328,239314,4825
33818,1,4,8,25,0,10492,215527,4825
35776,1,4,8,25,0,163664,216980,4825
39926,1,4,8,26,1,224916,110502,4826
15064,1,4,8,28,2,4680,110502,4828
20612,1,4,8,28,0,2340,828,4828
40210,1,4,8,28,0,110502,140583,4828
51775,1,4,8,28,0,158606,216749,4828
11600,1,4,8,29,1,161468,136942,4829
4125,1,4,8,30,1,2148,216348,4830
39195,1,4,8,30,0,5573,236345,4830
41976,1,4,8,30,0,7429,164732,4830
32703,1,4,8,31,1,144598,123450,4831
53049,1,4,8,31,0,168649,137157,4831
1390,1,4,8,33,2,157913,168693,4833
54117,1,4,8,33,0,151906,215527,4833
538,1,4,8,34,1,163684,164820,4834
52725,1,4,8,34,0,9556,221014,4834
3818,1,4,8,36,2,167764,215527,4836
14152,1,4,8,36,0,212005,228245,4836
19898,1,4,8,36,0,170515,239090,4836
6713,1,4,8,37,1,235617,10658,4837
33037,1,4,8,39,2,216749,173771,4839
36843,1,4,8,39,0,104027,196882,4839
19229,1,4,8,41,2,215527,5748,4841
26392,1,4,8,41,0,151337,2732,4841
12100,1,4,8,42,1,167629,8116,4842
28379,1,4,8,42,0,201226,1246,4842
37573,1,4,8,42,0,6571,1064,4842
12652,1,4,8,44,2,215527,16963,4844
17026,1,4,8,44,0,166300,175879,4844
20889,1,4,8,44,0,32021,123945,4844
49813,1,4,8,44,0,215527,163862,4844
6946,1,4,8,46,2,32829,173185,4846
42829,1,4,8,47,1,151337,181222,4847
46092,1,4,8,48,1,167621,110502,4848
6553,1,4,8,49,1,162328,136901,4849
7152,1,4,8,49,0,110502,6408,4849
48458,1,4,8,49,0,215527,32219,4849
7336,1,4,8,50,1,2732,1057,4850
13595,1,4,8,50,0,215527,9622,4850
39390,1,4,8,50,0,225875,226058,4850
52137,1,4,8,50,0,215527,164850,4850
47193,1,4,8,51,1,168243,213225,4851
7973,1,4,8,52,1,212005,173344,4852
29132,1,4,8,52,0,145901,137219,4852
29970,1,4,8,52,0,151337,195663,4852
8346,1,4,8,53,1,2331,192933,4853
10754,1,4,8,53,0,215527,166734,4853
52788,1,4,8,53,0,162328,150065,4853
25978,1,4,8,54,1,164683,218678,4854
1139,1,4,8,55,1,158645,803,4855
13370,1,4,8,55,0,231832,147448,4855
85,1,4,8,56,1,215527,165123,4856
3088,1,4,8,56,0,219304,110502,4856
13151,1,4,8,56,0,199729,8286,4856
18083,1,4,8,56,0,166825,235705,4856
31485,1,4,8,56,0,172751,173118,4856
40910,1,4,8,56,0,9983,1873,4856
23449,1,4,8,58,2,139263,230288,4858
53301,1,4,8,58,0,177644,192966,4858
9472,1,4,8,59,1,115669,167712,4859
35976,1,4,8,59,0,143935,233249,4859
2032,1,4,9,0,1,1820,110499,4860
8998,1,4,9,0,0,167641,160703,4860
23914,1,4,9,0,0,163746,52713,4860
55006,1,4,9,0,0,221011,110502,4860
18801,1,4,9,1,1,167716,152755,4861
15066,1,4,9,3,2,235705,140031,4863
20932,1,4,9,3,0,110502,5645,4863
40151,1,4,9,3,0,159660,105108,4863
41481,1,4,9,3,0,215527,7366,4863
1559,1,4,9,4,1,151337,10658,4864
52536,1,4,9,5,1,110502,156672,4865
2574,1,4,9,6,1,215527,129229,4866
9352,1,4,9,7,1,216749,2692,4867
17385,1,4,9,9,2,162613,14797,4869
50325,1,4,9,9,0,110502,166702,4869
43367,1,4,9,10,1,110502,163305,4870
35937,1,4,9,11,1,104039,7468,4871
19230,1,4,9,12,1,22781,233739,4872
4569,1,4,9,13,1,215527,175764,4873
8806,1,4,9,13,0,177171,216013,4873
43730,1,4,9,13,0,216749,170515,4873
5575,1,4,9,14,1,9132,222410,4874
52972,1,4,9,14,0,216749,132965,4874
9036,1,4,9,17,3,153161,168276,4877
14030,1,4,9,17,0,128741,139824,4877
40981,1,4,9,17,0,146965,2084,4877
18027,1,4,9,18,1,5675,12658,4878
26193,1,4,9,18,0,233446,9983,4878
28521,1,4,9,18,0,6337,175371,4878
43856,1,4,9,18,0,199669,259,4878
45411,1,4,9,18,0,216749,216801,4878
1315,1,4,9,19,1,2732,844,4879
32525,1,4,9,21,2,8084,166220,4881
34614,1,4,9,21,0,151386,237064,4881
49016,1,4,9,21,0,148298,158645,4881
49814,1,4,9,21,0,215527,18202,4881
7253,1,4,9,22,1,110502,222306,4882
21207,1,4,9,23,1,177330,213215,4883
38471,1,4,9,23,0,238381,140445,4883
48926,1,4,9,23,0,238381,167769,4883
6329,1,4,9,24,1,38724,190852,4884
22231,1,4,9,25,1,22894,1902,4885
23450,1,4,9,25,0,167629,136944,4885
41197,1,4,9,25,0,127470,216755,4885
539,1,4,9,26,1,2144,144684,4886
33592,1,4,9,26,0,212005,162372,4886
8161,1,4,9,27,1,166826,167634,4887
12653,1,4,9,28,1,110502,17662,4888
42192,1,4,9,28,0,151906,199671,4888
9266,1,4,9,29,1,152225,6839,4889
55825,1,4,9,29,0,212005,20762,4889
11334,1,4,9,30,1,163707,9536,4890
32795,1,4,9,30,0,215527,104044,4890
56993,1,4,9,30,0,1527,233249,4890
55297,1,4,9,31,1,2323,216749,4891
9841,1,4,9,32,1,167641,167644,4892
13153,1,4,9,32,0,163153,2148,4892
39603,1,4,9,32,0,134925,1529,4892
10703,1,4,9,34,2,173142,11699,4894
6998,1,4,9,35,1,212229,231850,4895
22520,1,4,9,35,0,215527,151994,4895
25791,1,4,9,35,0,235617,145885,4895
30128,1,4,9,35,0,1759,141734,4895
4221,1,4,9,36,1,159160,235705,4896
31294,1,4,9,36,0,2337,153261,4896
16297,1,4,9,37,1,134853,199229,4897
14244,1,4,9,38,1,216749,60208,4898
24854,1,4,9,38,0,9983,136879,4898
35345,1,4,9,38,0,8206,882,4898
86,1,4,9,39,1,995,205445,4899
48332,1,4,9,39,0,11699,9983,4899
7974,1,4,9,40,1,5568,157300,4900
44979,1,4,9,41,1,167633,167618,4901
799,1,4,9,43,2,199729,32938,4903
2971,1,4,9,43,0,110502,139777,4903
25535,1,4,9,43,0,11054,5492,4903
53303,1,4,9,43,0,199729,230288,4903
11505,1,4,9,44,1,172285,163335,4904
36844,1,4,9,44,0,158116,11250,4904
17787,1,4,9,45,1,216325,212004,4905
34875,1,4,9,45,0,151964,222201,4905
46093,1,4,9,45,0,178489,167712,4905
47195,1,4,9,46,1,5568,138089,4906
20508,1,4,9,48,2,175427,196815,4908
56225,1,4,9,49,1,218775,158990,4909
6640,1,4,9,50,1,162328,210297,4910
41697,1,4,9,50,0,138765,110502,4910
51777,1,4,9,51,1,216749,8206,4911
29596,1,4,9,52,1,215527,10442,4912
33039,1,4,9,52,0,216749,120702,4912
19471,1,4,9,54,2,215527,4534,4914
40704,1,4,9,54,0,164095,110502,4914
47975,1,4,9,54,0,160659,6778,4914
15520,1,4,9,55,1,215527,191438,4915
14670,1,4,9,57,2,890,110502,4917
37843,1,4,9,57,0,235273,175651,4917
27075,1,4,9,58,1,224626,224916,4918
56309,1,4,9,58,0,224561,201509,4918
3535,1,4,9,59,1,1692,74650,4919
4796,1,4,9,59,0,215527,167644,4919
16900,1,4,9,59,0,241041,9615,4919
45531,1,4,9,59,0,164736,215527,4919
24258,1,4,10,0,1,216749,137733,4920
46000,1,4,10,0,0,173110,5593,4920
8046,1,4,10,1,1,890,167714,4921
5576,1,4,10,2,1,222410,159803,4922
52538,1,4,10,2,0,215527,158748,4922
55826,1,4,10,3,1,7429,235705,4923
14568,1,4,10,5,2,160073,216755,4925
7565,1,4,10,6,1,209718,208723,4926
13489,1,4,10,6,0,216906,231849,4926
31666,1,4,10,6,0,199729,131829,4926
42272,1,4,10,6,0,6291,32834,4926
29971,1,4,10,7,1,151337,110502,4927
33082,1,4,10,7,0,163707,13044,4927
11602,1,4,10,9,2,167629,215527,4929
14849,1,4,10,9,0,118702,1048,4929
25303,1,4,10,9,0,215527,167832,4929
44893,1,4,10,9,0,128741,159139,4929
469,1,4,10,11,2,167633,2732,4931
49155,1,4,10,12,1,238381,7417,4932
6236,1,4,10,13,1,216749,17492,4933
9997,1,4,10,13,0,215527,6589,4933
28232,1,4,10,13,0,9866,1269,4933
53052,1,4,10,13,0,9983,139317,4933
6843,1,4,10,14,1,254,228590,4934
39681,1,4,10,14,0,217395,238914,4934
45532,1,4,10,14,0,3066,166527,4934
10704,1,4,10,15,1,52983,159139,4935
17387,1,4,10,15,0,166560,166555,4935
21038,1,4,10,15,0,199729,215527,4935
45300,1,4,10,15,0,230456,151431,4935
1317,1,4,10,16,1,153340,110502,4936
2917,1,4,10,17,1,110502,238381,4937
8251,1,4,10,17,0,162328,153263,4937
22232,1,4,10,17,0,196882,24592,4937
2473,1,4,10,19,2,215527,12552,4939
4570,1,4,10,19,0,215527,11341,4939
20413,1,4,10,19,0,142517,12661,4939
15172,1,4,10,20,1,215527,235617,4940
51839,1,4,10,20,0,208759,1527,4940
26394,1,4,10,21,1,10658,2731,4941
46335,1,4,10,21,0,96291,200373,4941
14156,1,4,10,22,1,78649,12815,4942
53424,1,4,10,24,2,167629,231837,4944
3368,1,4,10,25,1,166699,149690,4945
40365,1,4,10,25,0,5672,110502,4945
9039,1,4,10,26,1,163664,9432,4946
40983,1,4,10,26,0,222410,191438,4946
13076,1,4,10,27,1,212873,167630,4947
33086,1,4,10,27,0,216749,216753,4947
41698,1,4,10,27,0,151337,2146,4947
51100,1,4,10,27,0,166422,23084,4947
6555,1,4,10,28,1,215527,173130,4948
32617,1,4,10,29,1,235617,140401,4949
7050,1,4,10,30,1,152755,110502,4950
19283,1,4,10,30,0,36780,215527,4950
29597,1,4,10,31,1,215527,170480,4951
47977,1,4,10,33,2,162604,140374,4953
55180,1,4,10,33,0,226292,216752,4953
1896,1,4,10,35,2,5173,9983,4955
23232,1,4,10,36,1,157314,199728,4956
28522,1,4,10,36,0,32852,215527,4956
8723,1,4,10,37,1,2729,6499,4957
12508,1,4,10,37,0,216749,216753,4957
18157,1,4,10,38,1,158618,165179,4958
26715,1,4,10,39,1,1975,150075,4959
34008,1,4,10,39,0,221110,143991,4959
38647,1,4,10,39,0,1677,212005,4959
34756,1,4,10,40,1,32852,167750,4960
37744,1,4,10,40,0,199673,115348,4960
56227,1,4,10,40,0,162328,2338,4960
800,1,4,10,42,2,9559,12553,4962
30413,1,4,10,42,0,173406,222410,4962
9300,1,4,10,43,1,1547,190464,4963
14988,1,4,10,43,0,195234,124094,4963
25793,1,4,10,43,0,9662,110502,4963
39260,1,4,10,43,0,218334,163303,4963
3986,1,4,10,44,1,138285,164031,4964
32341,1,4,10,44,0,215106,167639,4964
33091,1,4,10,44,0,136702,8535,4964
47196,1,4,10,44,0,78649,161641,4964
35978,1,4,10,45,1,226717,158600,4965
21209,1,4,10,46,1,988,32853,4966
44014,1,4,10,47,1,12974,88398,4967
52728,1,4,10,47,0,9775,9582,4967
16132,1,4,10,48,1,216749,241139,4968
35349,1,4,10,49,1,138107,6866,4969
36922,1,4,10,49,0,236736,163663,4969
42832,1,4,10,52,3,159807,163819,4972
35061,1,4,10,54,2,230702,153277,4974
26151,1,4,10,55,1,167719,136930,4975
7255,1,4,10,57,2,158643,222410,4977
11237,1,4,10,57,0,178190,167764,4977
17140,1,4,10,58,1,9247,239937,4978
49817,1,4,10,58,0,8101,1047,4978
54349,1,4,10,58,0,215527,101393,4978
17659,1,4,10,59,1,239403,233591,4979
35840,1,4,10,59,0,8305,110499,4979
53244,1,4,10,59,0,10760,110502,4979
1671,1,4,11,0,1,215527,147387,4980
25087,1,4,11,0,0,110502,49763,4980
9082,1,4,11,1,1,3070,147777,4981
19472,1,4,11,1,0,216749,216753,4981
19231,1,4,11,2,1,9983,213225,4982
27190,1,4,11,2,0,215527,220803,4982
5093,1,4,11,3,1,2394,241515,4983
39821,1,4,11,3,0,192282,181469,4983
88,1,4,11,4,1,173512,166650,4984
38648,1,4,11,4,0,147384,158276,4984
41931,1,4,11,4,0,218678,215691,4984
55669,1,4,11,4,0,172749,217315,4984
12397,1,4,11,5,1,220236,827,4985
37267,1,4,11,5,0,167629,40083,4985
26908,1,4,11,6,1,174216,174217,4986
32436,1,4,11,6,0,13043,173340,4986
32618,1,4,11,6,0,142252,157897,4986
37923,1,4,11,7,1,158617,85395,4987
16901,1,4,11,8,1,159162,32852,4988
29764,1,4,11,8,0,215527,241176,4988
39199,1,4,11,8,0,218849,158839,4988
23452,1,4,11,9,1,158316,110502,4989
7866,1,4,11,10,1,173403,6468,4990
33096,1,4,11,10,0,162328,13102,4990
39263,1,4,11,10,0,5573,2135,4990
14158,1,4,11,11,1,238381,199487,4991
46336,1,4,11,11,0,154471,164751,4991
47723,1,4,11,11,0,217315,166162,4991
42275,1,4,11,12,1,215486,13137,4992
54119,1,4,11,12,0,167629,9555,4992
55010,1,4,11,12,0,167986,138669,4992
21211,1,4,11,13,1,56523,216749,4993
56264,1,4,11,13,0,204809,187220,4993
2159,1,4,11,14,1,5172,179428,4994
13491,1,4,11,14,0,110502,207929,4994
44981,1,4,11,14,0,159139,215527,4994
35253,1,4,11,15,1,13219,217394,4995
7426,1,4,11,16,1,216755,152101,4996
20416,1,4,11,16,0,167633,169899,4996
30414,1,4,11,17,1,7407,47271,4997
34878,1,4,11,17,0,147250,137219,4997
51840,1,4,11,17,0,166252,153445,4997
6641,1,4,11,18,1,803,218678,4998
18158,1,4,11,19,1,163707,6371,4999
43479,1,4,11,20,1,161897,230456,5000
46742,1,4,11,20,0,163412,136608,5000
14251,1,4,11,21,1,231205,215106,5001
8164,1,4,11,22,1,110502,163305,5002
11508,1,4,11,22,0,197101,2320,5002
27571,1,4,11,23,1,215527,166706,5003
46746,1,4,11,23,0,5798,172753,5003
685,1,4,11,24,1,158318,164803,5004
12656,1,4,11,24,0,173135,215527,5004
33476,1,4,11,25,1,1575,164095,5005
22092,1,4,11,26,1,1212,213123,5006
45536,1,4,11,27,1,199729,4720,5007
40283,1,4,11,28,1,216749,106735,5008
55674,1,4,11,28,0,215527,226326,5008
49159,1,4,11,29,1,110502,136483,5009
3987,1,4,11,30,1,52131,215527,5010
26309,1,4,11,31,1,153342,140972,5011
6131,1,4,11,33,2,167629,163378,5013
28655,1,4,11,33,0,38685,217536,5013
3538,1,4,11,34,1,150066,215527,5014
4223,1,4,11,34,0,163330,137160,5014
22686,1,4,11,34,0,136980,215527,5014
32709,1,4,11,35,1,166707,199729,5015
3092,1,4,11,36,1,215527,217477,5016
31667,1,4,11,36,0,218562,151877,5016
5746,1,4,11,37,1,151369,163687,5017
10624,1,4,11,37,0,159568,9983,5017
40706,1,4,11,37,0,9345,140332,5017
1393,1,4,11,38,1,213108,218666,5018
44016,1,4,11,38,0,240912,139824,5018
50079,1,4,11,38,0,215527,37148,5018
55678,1,4,11,38,0,216749,199229,5018
13077,1,4,11,40,2,151972,154471,5020
52606,1,4,11,41,1,10658,166890,5021
7092,1,4,11,42,1,10584,216746,5022
35640,1,4,11,42,0,4507,138020,5022
8943,1,4,11,43,1,198763,151386,5023
2793,1,4,11,44,1,132815,810,5024
8663,1,4,11,44,0,159139,227977,5024
51451,1,4,11,44,0,151337,136608,5024
15662,1,4,11,46,2,192219,166422,5026
17270,1,4,11,46,0,151386,222306,5026
52142,1,4,11,47,1,173402,161405,5027
17538,1,4,11,48,1,8469,110502,5028
14572,1,4,11,49,1,170483,163714,5029
25663,1,4,11,49,0,216749,9848,5029
46750,1,4,11,49,0,145893,110502,5029
48460,1,4,11,49,0,167629,212003,5029
34616,1,4,11,50,1,1771,138333,5030
52888,1,4,11,50,0,163707,163709,5030
472,1,4,11,51,1,153274,2723,5031
9844,1,4,11,52,1,140390,144691,5032
9475,1,4,11,53,1,6829,147387,5033
15173,1,4,11,53,0,215527,91041,5033
4703,1,4,11,54,1,162328,231475,5034
